count,shelf_x,shelf_y,x,y,z,judge
4337,1.2,0.07,1.0325,-0.13,0.34,success
4338,1.2,0.07,1.0325,0.27,0.34,success
4339,1.2,0.07,1.1825,-0.13,0.34,error
4340,1.2,0.07,1.1825,0.27,0.34,success
4341,1.2,0.07,1.0325,-0.13,0.885,error
4342,1.2,0.07,1.0325,0.27,0.885,success
4343,1.2,0.07,1.1825,-0.13,0.885,success
4344,1.2,0.07,1.1825,0.27,0.885,error
4345,1.2,0.08,1.0325,-0.12,0.34,success
4346,1.2,0.08,1.0325,0.28,0.34,success
4347,1.2,0.08,1.1825,-0.12,0.34,success
4348,1.2,0.08,1.1825,0.28,0.34,success
4349,1.2,0.08,1.0325,-0.12,0.885,error
4350,1.2,0.08,1.0325,0.28,0.885,success
4351,1.2,0.08,1.1825,-0.12,0.885,success
4352,1.2,0.08,1.1825,0.28,0.885,error
4353,1.2,0.09,1.0325,-0.11,0.34,success
4354,1.2,0.09,1.0325,0.29,0.34,success
4355,1.2,0.09,1.1825,-0.11,0.34,success
4356,1.2,0.09,1.1825,0.29,0.34,success
4357,1.2,0.09,1.0325,-0.11,0.885,error
4358,1.2,0.09,1.0325,0.29,0.885,success
4359,1.2,0.09,1.1825,-0.11,0.885,success
4360,1.2,0.09,1.1825,0.29,0.885,error
4361,1.2,0.1,1.0325,-0.1,0.34,success
4362,1.2,0.1,1.0325,0.3,0.34,success
4363,1.2,0.1,1.1825,-0.1,0.34,error
4364,1.2,0.1,1.1825,0.3,0.34,success
4365,1.2,0.1,1.0325,-0.1,0.885,error
4366,1.2,0.1,1.0325,0.3,0.885,success
4367,1.2,0.1,1.1825,-0.1,0.885,success
4368,1.2,0.1,1.1825,0.3,0.885,error
4369,1.2,0.11,1.0325,-0.09,0.34,success
4370,1.2,0.11,1.0325,0.31,0.34,success
4371,1.2,0.11,1.1825,-0.09,0.34,error
4372,1.2,0.11,1.1825,0.31,0.34,success
4373,1.2,0.11,1.0325,-0.09,0.885,error
4374,1.2,0.11,1.0325,0.31,0.885,success
4375,1.2,0.11,1.1825,-0.09,0.885,success
4376,1.2,0.11,1.1825,0.31,0.885,error
4377,1.2,0.12,1.0325,-0.08,0.34,success
4378,1.2,0.12,1.0325,0.32,0.34,success
4379,1.2,0.12,1.1825,-0.08,0.34,success
4380,1.2,0.12,1.1825,0.32,0.34,success
4381,1.2,0.12,1.0325,-0.08,0.885,error
4382,1.2,0.12,1.0325,0.32,0.885,success
4383,1.2,0.12,1.1825,-0.08,0.885,success
4384,1.2,0.12,1.1825,0.32,0.885,error
4385,1.2,0.13,1.0325,-0.07,0.34,success
4386,1.2,0.13,1.0325,0.33,0.34,success
4387,1.2,0.13,1.1825,-0.07,0.34,success
4388,1.2,0.13,1.1825,0.33,0.34,success
4389,1.2,0.13,1.0325,-0.07,0.885,error
4390,1.2,0.13,1.0325,0.33,0.885,success
4391,1.2,0.13,1.1825,-0.07,0.885,success
4392,1.2,0.13,1.1825,0.33,0.885,error
4393,1.2,0.14,1.0325,-0.06,0.34,success
4394,1.2,0.14,1.0325,0.34,0.34,success
4395,1.2,0.14,1.1825,-0.06,0.34,success
4396,1.2,0.14,1.1825,0.34,0.34,success
4397,1.2,0.14,1.0325,-0.06,0.885,error
4398,1.2,0.14,1.0325,0.34,0.885,success
4399,1.2,0.14,1.1825,-0.06,0.885,success
4400,1.2,0.14,1.1825,0.34,0.885,error
4401,1.2,0.15,1.0325,-0.05,0.34,success
4402,1.2,0.15,1.0325,0.35,0.34,success
4403,1.2,0.15,1.1825,-0.05,0.34,success
4404,1.2,0.15,1.1825,0.35,0.34,success
4405,1.2,0.15,1.0325,-0.05,0.885,error
4406,1.2,0.15,1.0325,0.35,0.885,success
4407,1.2,0.15,1.1825,-0.05,0.885,success
4408,1.2,0.15,1.1825,0.35,0.885,error
4409,1.2,0.16,1.0325,-0.04,0.34,success
4410,1.2,0.16,1.0325,0.36,0.34,success
4411,1.2,0.16,1.1825,-0.04,0.34,success
4412,1.2,0.16,1.1825,0.36,0.34,success
4413,1.2,0.16,1.0325,-0.04,0.885,error
4414,1.2,0.16,1.0325,0.36,0.885,success
4415,1.2,0.16,1.1825,-0.04,0.885,success
4416,1.2,0.16,1.1825,0.36,0.885,error
4417,1.2,0.17,1.0325,-0.03,0.34,success
4418,1.2,0.17,1.0325,0.37,0.34,success
4419,1.2,0.17,1.1825,-0.03,0.34,success
4420,1.2,0.17,1.1825,0.37,0.34,success
4421,1.2,0.17,1.0325,-0.03,0.885,error
4422,1.2,0.17,1.0325,0.37,0.885,success
4423,1.2,0.17,1.1825,-0.03,0.885,success
4424,1.2,0.17,1.1825,0.37,0.885,error
4425,1.2,0.18,1.0325,-0.02,0.34,success
4426,1.2,0.18,1.0325,0.38,0.34,success
4427,1.2,0.18,1.1825,-0.02,0.34,success
4428,1.2,0.18,1.1825,0.38,0.34,success
4429,1.2,0.18,1.0325,-0.02,0.885,error
4430,1.2,0.18,1.0325,0.38,0.885,error
4431,1.2,0.18,1.1825,-0.02,0.885,success
4432,1.2,0.18,1.1825,0.38,0.885,error
4433,1.2,0.19,1.0325,-0.01,0.34,success
4434,1.2,0.19,1.0325,0.39,0.34,success
4435,1.2,0.19,1.1825,-0.01,0.34,success
4436,1.2,0.19,1.1825,0.39,0.34,success
4437,1.2,0.19,1.0325,-0.01,0.885,error
4438,1.2,0.19,1.0325,0.39,0.885,error
4439,1.2,0.19,1.1825,-0.01,0.885,success
4440,1.2,0.19,1.1825,0.39,0.885,error
4441,1.2,0.2,1.0325,0,0.34,success
4442,1.2,0.2,1.0325,0.4,0.34,success
4443,1.2,0.2,1.1825,0,0.34,success
4444,1.2,0.2,1.1825,0.4,0.34,success
4445,1.2,0.2,1.0325,0,0.885,success
4446,1.2,0.2,1.0325,0.4,0.885,error
4447,1.2,0.2,1.1825,0,0.885,success
4448,1.2,0.2,1.1825,0.4,0.885,error
4449,1.2,0.21,1.0325,0.01,0.34,success
4450,1.2,0.21,1.0325,0.41,0.34,success
4451,1.2,0.21,1.1825,0.01,0.34,error
4452,1.2,0.21,1.1825,0.41,0.34,success
4453,1.2,0.21,1.0325,0.01,0.885,success
4454,1.2,0.21,1.0325,0.41,0.885,error
4455,1.2,0.21,1.1825,0.01,0.885,success
4456,1.2,0.21,1.1825,0.41,0.885,error
4457,1.2,0.22,1.0325,0.02,0.34,success
4458,1.2,0.22,1.0325,0.42,0.34,success
4459,1.2,0.22,1.1825,0.02,0.34,success
4460,1.2,0.22,1.1825,0.42,0.34,success
4461,1.2,0.22,1.0325,0.02,0.885,success
4462,1.2,0.22,1.0325,0.42,0.885,error
4463,1.2,0.22,1.1825,0.02,0.885,success
4464,1.2,0.22,1.1825,0.42,0.885,error
4465,1.2,0.23,1.0325,0.03,0.34,success
4466,1.2,0.23,1.0325,0.43,0.34,success
4467,1.2,0.23,1.1825,0.03,0.34,success
4468,1.2,0.23,1.1825,0.43,0.34,success
4469,1.2,0.23,1.0325,0.03,0.885,success
4470,1.2,0.23,1.0325,0.43,0.885,error
4471,1.2,0.23,1.1825,0.03,0.885,success
4472,1.2,0.23,1.1825,0.43,0.885,error
4473,1.2,0.24,1.0325,0.04,0.34,success
4474,1.2,0.24,1.0325,0.44,0.34,success
4475,1.2,0.24,1.1825,0.04,0.34,success
4476,1.2,0.24,1.1825,0.44,0.34,success
4477,1.2,0.24,1.0325,0.04,0.885,success
4478,1.2,0.24,1.0325,0.44,0.885,error
4479,1.2,0.24,1.1825,0.04,0.885,success
4480,1.2,0.24,1.1825,0.44,0.885,error
4481,1.2,0.25,1.0325,0.05,0.34,success
4482,1.2,0.25,1.0325,0.45,0.34,success
4483,1.2,0.25,1.1825,0.05,0.34,success
4484,1.2,0.25,1.1825,0.45,0.34,success
4485,1.2,0.25,1.0325,0.05,0.885,success
4486,1.2,0.25,1.0325,0.45,0.885,error
4487,1.2,0.25,1.1825,0.05,0.885,success
4488,1.2,0.25,1.1825,0.45,0.885,error
4489,1.19,-0.25,1.0225,-0.45,0.34,success
4490,1.19,-0.25,1.0225,-0.05,0.34,success
4491,1.19,-0.25,1.1725,-0.45,0.34,error
4492,1.19,-0.25,1.1725,-0.05,0.34,error
4493,1.19,-0.25,1.0225,-0.45,0.885,success
4494,1.19,-0.25,1.0225,-0.05,0.885,error
4495,1.19,-0.25,1.1725,-0.45,0.885,error
4496,1.19,-0.25,1.1725,-0.05,0.885,success
4497,1.19,-0.24,1.0225,-0.44,0.34,success
4498,1.19,-0.24,1.0225,-0.04,0.34,success
4499,1.19,-0.24,1.1725,-0.44,0.34,error
4500,1.19,-0.24,1.1725,-0.04,0.34,error
4501,1.19,-0.24,1.0225,-0.44,0.885,success
4502,1.19,-0.24,1.0225,-0.04,0.885,error
4503,1.19,-0.24,1.1725,-0.44,0.885,error
4504,1.19,-0.24,1.1725,-0.04,0.885,success
4505,1.19,-0.23,1.0225,-0.43,0.34,success
4506,1.19,-0.23,1.0225,-0.03,0.34,success
4507,1.19,-0.23,1.1725,-0.43,0.34,error
4508,1.19,-0.23,1.1725,-0.03,0.34,success
4509,1.19,-0.23,1.0225,-0.43,0.885,error
4510,1.19,-0.23,1.0225,-0.03,0.885,error
4511,1.19,-0.23,1.1725,-0.43,0.885,error
4512,1.19,-0.23,1.1725,-0.03,0.885,success
4513,1.19,-0.22,1.0225,-0.42,0.34,success
4514,1.19,-0.22,1.0225,-0.02,0.34,success
4515,1.19,-0.22,1.1725,-0.42,0.34,error
4516,1.19,-0.22,1.1725,-0.02,0.34,success
4517,1.19,-0.22,1.0225,-0.42,0.885,success
4518,1.19,-0.22,1.0225,-0.02,0.885,error
4519,1.19,-0.22,1.1725,-0.42,0.885,error
4520,1.19,-0.22,1.1725,-0.02,0.885,success
4521,1.19,-0.21,1.0225,-0.41,0.34,success
4522,1.19,-0.21,1.0225,-0.01,0.34,success
4523,1.19,-0.21,1.1725,-0.41,0.34,success
4524,1.19,-0.21,1.1725,-0.01,0.34,error
4525,1.19,-0.21,1.0225,-0.41,0.885,success
4526,1.19,-0.21,1.0225,-0.01,0.885,error
4527,1.19,-0.21,1.1725,-0.41,0.885,error
4528,1.19,-0.21,1.1725,-0.01,0.885,success
4529,1.19,-0.2,1.0225,-0.4,0.34,success
4530,1.19,-0.2,1.0225,0,0.34,success
4531,1.19,-0.2,1.1725,-0.4,0.34,success
4532,1.19,-0.2,1.1725,0,0.34,success
4533,1.19,-0.2,1.0225,-0.4,0.885,error
4534,1.19,-0.2,1.0225,0,0.885,success
4535,1.19,-0.2,1.1725,-0.4,0.885,error
4536,1.19,-0.2,1.1725,0,0.885,success
4537,1.19,-0.19,1.0225,-0.39,0.34,success
4538,1.19,-0.19,1.0225,0.01,0.34,success
4539,1.19,-0.19,1.1725,-0.39,0.34,error
4540,1.19,-0.19,1.1725,0.01,0.34,success
4541,1.19,-0.19,1.0225,-0.39,0.885,error
4542,1.19,-0.19,1.0225,0.01,0.885,success
4543,1.19,-0.19,1.1725,-0.39,0.885,error
4544,1.19,-0.19,1.1725,0.01,0.885,success
4545,1.19,-0.18,1.0225,-0.38,0.34,success
4546,1.19,-0.18,1.0225,0.02,0.34,success
4547,1.19,-0.18,1.1725,-0.38,0.34,error
4548,1.19,-0.18,1.1725,0.02,0.34,success
4549,1.19,-0.18,1.0225,-0.38,0.885,success
4550,1.19,-0.18,1.0225,0.02,0.885,success
4551,1.19,-0.18,1.1725,-0.38,0.885,error
4552,1.19,-0.18,1.1725,0.02,0.885,success
4553,1.19,-0.17,1.0225,-0.37,0.34,success
4554,1.19,-0.17,1.0225,0.03,0.34,success
4555,1.19,-0.17,1.1725,-0.37,0.34,error
4556,1.19,-0.17,1.1725,0.03,0.34,success
4557,1.19,-0.17,1.0225,-0.37,0.885,error
4558,1.19,-0.17,1.0225,0.03,0.885,success
4559,1.19,-0.17,1.1725,-0.37,0.885,success
4560,1.19,-0.17,1.1725,0.03,0.885,success
4561,1.19,-0.16,1.0225,-0.36,0.34,success
4562,1.19,-0.16,1.0225,0.04,0.34,success
4563,1.19,-0.16,1.1725,-0.36,0.34,error
4564,1.19,-0.16,1.1725,0.04,0.34,error
4565,1.19,-0.16,1.0225,-0.36,0.885,success
4566,1.19,-0.16,1.0225,0.04,0.885,success
4567,1.19,-0.16,1.1725,-0.36,0.885,success
4568,1.19,-0.16,1.1725,0.04,0.885,success
4569,1.19,-0.15,1.0225,-0.35,0.34,success
4570,1.19,-0.15,1.0225,0.05,0.34,success
4571,1.19,-0.15,1.1725,-0.35,0.34,error
4572,1.19,-0.15,1.1725,0.05,0.34,error
4573,1.19,-0.15,1.0225,-0.35,0.885,success
4574,1.19,-0.15,1.0225,0.05,0.885,success
4575,1.19,-0.15,1.1725,-0.35,0.885,success
4576,1.19,-0.15,1.1725,0.05,0.885,success
4577,1.19,-0.14,1.0225,-0.34,0.34,success
4578,1.19,-0.14,1.0225,0.06,0.34,success
4579,1.19,-0.14,1.1725,-0.34,0.34,success
4580,1.19,-0.14,1.1725,0.06,0.34,success
4581,1.19,-0.14,1.0225,-0.34,0.885,error
4582,1.19,-0.14,1.0225,0.06,0.885,success
4583,1.19,-0.14,1.1725,-0.34,0.885,success
4584,1.19,-0.14,1.1725,0.06,0.885,success
4585,1.19,-0.13,1.0225,-0.33,0.34,success
4586,1.19,-0.13,1.0225,0.07,0.34,success
4587,1.19,-0.13,1.1725,-0.33,0.34,success
4588,1.19,-0.13,1.1725,0.07,0.34,error
4589,1.19,-0.13,1.0225,-0.33,0.885,success
4590,1.19,-0.13,1.0225,0.07,0.885,success
4591,1.19,-0.13,1.1725,-0.33,0.885,success
4592,1.19,-0.13,1.1725,0.07,0.885,success
4593,1.19,-0.12,1.0225,-0.32,0.34,success
4594,1.19,-0.12,1.0225,0.08,0.34,success
4595,1.19,-0.12,1.1725,-0.32,0.34,error
4596,1.19,-0.12,1.1725,0.08,0.34,success
4597,1.19,-0.12,1.0225,-0.32,0.885,success
4598,1.19,-0.12,1.0225,0.08,0.885,success
4599,1.19,-0.12,1.1725,-0.32,0.885,success
4600,1.19,-0.12,1.1725,0.08,0.885,success
4601,1.19,-0.11,1.0225,-0.31,0.34,success
4602,1.19,-0.11,1.0225,0.09,0.34,success
4603,1.19,-0.11,1.1725,-0.31,0.34,error
4604,1.19,-0.11,1.1725,0.09,0.34,error
4605,1.19,-0.11,1.0225,-0.31,0.885,success
4606,1.19,-0.11,1.0225,0.09,0.885,success
4607,1.19,-0.11,1.1725,-0.31,0.885,success
4608,1.19,-0.11,1.1725,0.09,0.885,success
4609,1.19,-0.1,1.0225,-0.3,0.34,success
4610,1.19,-0.1,1.0225,0.1,0.34,success
4611,1.19,-0.1,1.1725,-0.3,0.34,error
4612,1.19,-0.1,1.1725,0.1,0.34,error
4613,1.19,-0.1,1.0225,-0.3,0.885,success
4614,1.19,-0.1,1.0225,0.1,0.885,success
4615,1.19,-0.1,1.1725,-0.3,0.885,success
4616,1.19,-0.1,1.1725,0.1,0.885,success
4617,1.19,-0.09,1.0225,-0.29,0.34,success
4618,1.19,-0.09,1.0225,0.11,0.34,success
4619,1.19,-0.09,1.1725,-0.29,0.34,success
4620,1.19,-0.09,1.1725,0.11,0.34,success
4621,1.19,-0.09,1.0225,-0.29,0.885,success
4622,1.19,-0.09,1.0225,0.11,0.885,success
4623,1.19,-0.09,1.1725,-0.29,0.885,success
4624,1.19,-0.09,1.1725,0.11,0.885,success
4625,1.19,-0.08,1.0225,-0.28,0.34,success
4626,1.19,-0.08,1.0225,0.12,0.34,success
4627,1.19,-0.08,1.1725,-0.28,0.34,error
4628,1.19,-0.08,1.1725,0.12,0.34,error
4629,1.19,-0.08,1.0225,-0.28,0.885,success
4630,1.19,-0.08,1.0225,0.12,0.885,success
4631,1.19,-0.08,1.1725,-0.28,0.885,success
4632,1.19,-0.08,1.1725,0.12,0.885,success
4633,1.19,-0.07,1.0225,-0.27,0.34,success
4634,1.19,-0.07,1.0225,0.13,0.34,success
4635,1.19,-0.07,1.1725,-0.27,0.34,error
4636,1.19,-0.07,1.1725,0.13,0.34,error
4637,1.19,-0.07,1.0225,-0.27,0.885,success
4638,1.19,-0.07,1.0225,0.13,0.885,success
4639,1.19,-0.07,1.1725,-0.27,0.885,success
4640,1.19,-0.07,1.1725,0.13,0.885,success
4641,1.19,-0.06,1.0225,-0.26,0.34,success
4642,1.19,-0.06,1.0225,0.14,0.34,success
4643,1.19,-0.06,1.1725,-0.26,0.34,error
4644,1.19,-0.06,1.1725,0.14,0.34,error
4645,1.19,-0.06,1.0225,-0.26,0.885,success
4646,1.19,-0.06,1.0225,0.14,0.885,success
4647,1.19,-0.06,1.1725,-0.26,0.885,success
4648,1.19,-0.06,1.1725,0.14,0.885,success
4649,1.19,-0.05,1.0225,-0.25,0.34,success
4650,1.19,-0.05,1.0225,0.15,0.34,success
4651,1.19,-0.05,1.1725,-0.25,0.34,error
4652,1.19,-0.05,1.1725,0.15,0.34,error
4653,1.19,-0.05,1.0225,-0.25,0.885,success
4654,1.19,-0.05,1.0225,0.15,0.885,success
4655,1.19,-0.05,1.1725,-0.25,0.885,success
4656,1.19,-0.05,1.1725,0.15,0.885,success
4657,1.19,-0.04,1.0225,-0.24,0.34,success
4658,1.19,-0.04,1.0225,0.16,0.34,success
4659,1.19,-0.04,1.1725,-0.24,0.34,error
4660,1.19,-0.04,1.1725,0.16,0.34,error
4661,1.19,-0.04,1.0225,-0.24,0.885,success
4662,1.19,-0.04,1.0225,0.16,0.885,success
4663,1.19,-0.04,1.1725,-0.24,0.885,success
4664,1.19,-0.04,1.1725,0.16,0.885,error
4665,1.19,-0.03,1.0225,-0.23,0.34,success
4666,1.19,-0.03,1.0225,0.17,0.34,success
4667,1.19,-0.03,1.1725,-0.23,0.34,success
4668,1.19,-0.03,1.1725,0.17,0.34,success
4669,1.19,-0.03,1.0225,-0.23,0.885,error
4670,1.19,-0.03,1.0225,0.17,0.885,error
4671,1.19,-0.03,1.1725,-0.23,0.885,error
4672,1.19,-0.03,1.1725,0.17,0.885,error
4673,1.19,-0.02,1.0225,-0.22,0.34,error
4674,1.19,-0.02,1.0225,0.18,0.34,error
4675,1.19,-0.02,1.1725,-0.22,0.34,error
4676,1.19,-0.02,1.1725,0.18,0.34,error
4677,1.19,-0.02,1.0225,-0.22,0.885,success
4678,1.19,-0.02,1.0225,0.18,0.885,success
4679,1.19,-0.02,1.1725,-0.22,0.885,success
4680,1.19,-0.02,1.1725,0.18,0.885,error
4681,1.19,-0.01,1.0225,-0.21,0.34,success
4682,1.19,-0.01,1.0225,0.19,0.34,success
4683,1.19,-0.01,1.1725,-0.21,0.34,error
4684,1.19,-0.01,1.1725,0.19,0.34,error
4685,1.19,-0.01,1.0225,-0.21,0.885,error
4686,1.19,-0.01,1.0225,0.19,0.885,success
4687,1.19,-0.01,1.1725,-0.21,0.885,success
4688,1.19,-0.01,1.1725,0.19,0.885,error
4689,1.19,0,1.0225,-0.2,0.34,success
4690,1.19,0,1.0225,0.2,0.34,success
4691,1.19,0,1.1725,-0.2,0.34,error
4692,1.19,0,1.1725,0.2,0.34,error
4693,1.19,0,1.0225,-0.2,0.885,error
4694,1.19,0,1.0225,0.2,0.885,success
4695,1.19,0,1.1725,-0.2,0.885,success
4696,1.19,0,1.1725,0.2,0.885,error
4697,1.19,0.01,1.0225,-0.19,0.34,success
4698,1.19,0.01,1.0225,0.21,0.34,success
4699,1.19,0.01,1.1725,-0.19,0.34,error
4700,1.19,0.01,1.1725,0.21,0.34,success
4701,1.19,0.01,1.0225,-0.19,0.885,error
4702,1.19,0.01,1.0225,0.21,0.885,error
4703,1.19,0.01,1.1725,-0.19,0.885,error
4704,1.19,0.01,1.1725,0.21,0.885,error
4705,1.19,0.02,1.0225,-0.18,0.34,error
4706,1.19,0.02,1.0225,0.22,0.34,error
4707,1.19,0.02,1.1725,-0.18,0.34,success
4708,1.19,0.02,1.1725,0.22,0.34,error
4709,1.19,0.02,1.0225,-0.18,0.885,error
4710,1.19,0.02,1.0225,0.22,0.885,success
4711,1.19,0.02,1.1725,-0.18,0.885,success
4712,1.19,0.02,1.1725,0.22,0.885,error
4713,1.19,0.03,1.0225,-0.17,0.34,success
4714,1.19,0.03,1.0225,0.23,0.34,success
4715,1.19,0.03,1.1725,-0.17,0.34,success
4716,1.19,0.03,1.1725,0.23,0.34,success
4717,1.19,0.03,1.0225,-0.17,0.885,error
4718,1.19,0.03,1.0225,0.23,0.885,error
4719,1.19,0.03,1.1725,-0.17,0.885,success
4720,1.19,0.03,1.1725,0.23,0.885,error
4721,1.19,0.04,1.0225,-0.16,0.34,success
4722,1.19,0.04,1.0225,0.24,0.34,success
4723,1.19,0.04,1.1725,-0.16,0.34,success
4724,1.19,0.04,1.1725,0.24,0.34,success
4725,1.19,0.04,1.0225,-0.16,0.885,error
4726,1.19,0.04,1.0225,0.24,0.885,error
4727,1.19,0.04,1.1725,-0.16,0.885,success
4728,1.19,0.04,1.1725,0.24,0.885,error
4729,1.19,0.05,1.0225,-0.15,0.34,success
4730,1.19,0.05,1.0225,0.25,0.34,success
4731,1.19,0.05,1.1725,-0.15,0.34,success
4732,1.19,0.05,1.1725,0.25,0.34,success
4733,1.19,0.05,1.0225,-0.15,0.885,error
4734,1.19,0.05,1.0225,0.25,0.885,success
4735,1.19,0.05,1.1725,-0.15,0.885,success
4736,1.19,0.05,1.1725,0.25,0.885,error
4737,1.19,0.06,1.0225,-0.14,0.34,success
4738,1.19,0.06,1.0225,0.26,0.34,success
4739,1.19,0.06,1.1725,-0.14,0.34,success
4740,1.19,0.06,1.1725,0.26,0.34,success
4741,1.19,0.06,1.0225,-0.14,0.885,error
4742,1.19,0.06,1.0225,0.26,0.885,success
4743,1.19,0.06,1.1725,-0.14,0.885,success
4744,1.19,0.06,1.1725,0.26,0.885,error
4745,1.19,0.07,1.0225,-0.13,0.34,success
4746,1.19,0.07,1.0225,0.27,0.34,success
4747,1.19,0.07,1.1725,-0.13,0.34,success
4748,1.19,0.07,1.1725,0.27,0.34,success
4749,1.19,0.07,1.0225,-0.13,0.885,error
4750,1.19,0.07,1.0225,0.27,0.885,success
4751,1.19,0.07,1.1725,-0.13,0.885,success
4752,1.19,0.07,1.1725,0.27,0.885,error
4753,1.19,0.08,1.0225,-0.12,0.34,success
4754,1.19,0.08,1.0225,0.28,0.34,success
4755,1.19,0.08,1.1725,-0.12,0.34,error
4756,1.19,0.08,1.1725,0.28,0.34,success
4757,1.19,0.08,1.0225,-0.12,0.885,error
4758,1.19,0.08,1.0225,0.28,0.885,success
4759,1.19,0.08,1.1725,-0.12,0.885,success
4760,1.19,0.08,1.1725,0.28,0.885,error
4761,1.19,0.09,1.0225,-0.11,0.34,success
4762,1.19,0.09,1.0225,0.29,0.34,success
4763,1.19,0.09,1.1725,-0.11,0.34,error
4764,1.19,0.09,1.1725,0.29,0.34,success
4765,1.19,0.09,1.0225,-0.11,0.885,error
4766,1.19,0.09,1.0225,0.29,0.885,success
4767,1.19,0.09,1.1725,-0.11,0.885,success
4768,1.19,0.09,1.1725,0.29,0.885,error
4769,1.19,0.1,1.0225,-0.1,0.34,success
4770,1.19,0.1,1.0225,0.3,0.34,success
4771,1.19,0.1,1.1725,-0.1,0.34,error
4772,1.19,0.1,1.1725,0.3,0.34,success
4773,1.19,0.1,1.0225,-0.1,0.885,error
4774,1.19,0.1,1.0225,0.3,0.885,success
4775,1.19,0.1,1.1725,-0.1,0.885,success
4776,1.19,0.1,1.1725,0.3,0.885,error
4777,1.19,0.11,1.0225,-0.09,0.34,success
4778,1.19,0.11,1.0225,0.31,0.34,success
4779,1.19,0.11,1.1725,-0.09,0.34,success
4780,1.19,0.11,1.1725,0.31,0.34,success
4781,1.19,0.11,1.0225,-0.09,0.885,error
4782,1.19,0.11,1.0225,0.31,0.885,success
4783,1.19,0.11,1.1725,-0.09,0.885,success
4784,1.19,0.11,1.1725,0.31,0.885,error
4785,1.19,0.12,1.0225,-0.08,0.34,success
4786,1.19,0.12,1.0225,0.32,0.34,success
4787,1.19,0.12,1.1725,-0.08,0.34,error
4788,1.19,0.12,1.1725,0.32,0.34,success
4789,1.19,0.12,1.0225,-0.08,0.885,error
4790,1.19,0.12,1.0225,0.32,0.885,success
4791,1.19,0.12,1.1725,-0.08,0.885,success
4792,1.19,0.12,1.1725,0.32,0.885,error
4793,1.19,0.13,1.0225,-0.07,0.34,success
4794,1.19,0.13,1.0225,0.33,0.34,success
4795,1.19,0.13,1.1725,-0.07,0.34,error
4796,1.19,0.13,1.1725,0.33,0.34,success
4797,1.19,0.13,1.0225,-0.07,0.885,error
4798,1.19,0.13,1.0225,0.33,0.885,success
4799,1.19,0.13,1.1725,-0.07,0.885,success
4800,1.19,0.13,1.1725,0.33,0.885,error
4801,1.19,0.14,1.0225,-0.06,0.34,success
4802,1.19,0.14,1.0225,0.34,0.34,success
4803,1.19,0.14,1.1725,-0.06,0.34,error
4804,1.19,0.14,1.1725,0.34,0.34,success
4805,1.19,0.14,1.0225,-0.06,0.885,error
4806,1.19,0.14,1.0225,0.34,0.885,success
4807,1.19,0.14,1.1725,-0.06,0.885,success
4808,1.19,0.14,1.1725,0.34,0.885,error
4809,1.19,0.15,1.0225,-0.05,0.34,success
4810,1.19,0.15,1.0225,0.35,0.34,success
4811,1.19,0.15,1.1725,-0.05,0.34,success
4812,1.19,0.15,1.1725,0.35,0.34,success
4813,1.19,0.15,1.0225,-0.05,0.885,error
4814,1.19,0.15,1.0225,0.35,0.885,success
4815,1.19,0.15,1.1725,-0.05,0.885,success
4816,1.19,0.15,1.1725,0.35,0.885,error
4817,1.19,0.16,1.0225,-0.04,0.34,success
4818,1.19,0.16,1.0225,0.36,0.34,success
4819,1.19,0.16,1.1725,-0.04,0.34,success
4820,1.19,0.16,1.1725,0.36,0.34,success
4821,1.19,0.16,1.0225,-0.04,0.885,error
4822,1.19,0.16,1.0225,0.36,0.885,success
4823,1.19,0.16,1.1725,-0.04,0.885,success
4824,1.19,0.16,1.1725,0.36,0.885,error
4825,1.19,0.17,1.0225,-0.03,0.34,success
4826,1.19,0.17,1.0225,0.37,0.34,success
4827,1.19,0.17,1.1725,-0.03,0.34,error
4828,1.19,0.17,1.1725,0.37,0.34,success
4829,1.19,0.17,1.0225,-0.03,0.885,error
4830,1.19,0.17,1.0225,0.37,0.885,success
4831,1.19,0.17,1.1725,-0.03,0.885,success
4832,1.19,0.17,1.1725,0.37,0.885,error
4833,1.19,0.18,1.0225,-0.02,0.34,success
4834,1.19,0.18,1.0225,0.38,0.34,success
4835,1.19,0.18,1.1725,-0.02,0.34,error
4836,1.19,0.18,1.1725,0.38,0.34,success
4837,1.19,0.18,1.0225,-0.02,0.885,error
4838,1.19,0.18,1.0225,0.38,0.885,success
4839,1.19,0.18,1.1725,-0.02,0.885,success
4840,1.19,0.18,1.1725,0.38,0.885,error
4841,1.19,0.19,1.0225,-0.01,0.34,success
4842,1.19,0.19,1.0225,0.39,0.34,success
4843,1.19,0.19,1.1725,-0.01,0.34,error
4844,1.19,0.19,1.1725,0.39,0.34,success
4845,1.19,0.19,1.0225,-0.01,0.885,error
4846,1.19,0.19,1.0225,0.39,0.885,error
4847,1.19,0.19,1.1725,-0.01,0.885,success
4848,1.19,0.19,1.1725,0.39,0.885,error
4849,1.19,0.2,1.0225,0,0.34,success
4850,1.19,0.2,1.0225,0.4,0.34,success
4851,1.19,0.2,1.1725,0,0.34,error
4852,1.19,0.2,1.1725,0.4,0.34,success
4853,1.19,0.2,1.0225,0,0.885,success
4854,1.19,0.2,1.0225,0.4,0.885,error
4855,1.19,0.2,1.1725,0,0.885,success
4856,1.19,0.2,1.1725,0.4,0.885,error
4857,1.19,0.21,1.0225,0.01,0.34,success
